#calib2	target2_RT	
7.3916571339748	0.906394205387994
7.3912816484577	0.916352955387994
7.3909061653312	0.906468595387994
7.3905306845953	0.927607145387994
7.39015520625	0.922117915387994
7.3897797302953	0.928138935387994
7.3894042567312	0.922322235387994
7.3890287855577	0.929170575387994
7.3886533167748	0.917554695387994
7.3882778503825	0.929610695387994
7.3879023863808	0.926217515387994
7.3875269247697	0.932973705387994
7.3871514655492	0.922370035387994
7.3867760087193	0.931615075387994
7.38640055428	0.927632295387994
7.3860251022313	0.940428575387994
7.3856496525732	0.927053175387994
7.3852742053057	0.931300845387994
7.3848987604288	0.930293765387994
7.3845233179425	0.932530605387994
7.3841478778468	0.928488575387994
7.3837724401417	0.938892445387994
7.3833970048272	0.931321225387994
7.3830215719033	0.939936125387994
7.38264614137	0.933593475387994
7.3822707132273	0.939775665387994
7.3818952874752	0.928490605387994
7.3815198641137	0.936349475387994
7.3811444431428	0.929147565387994
7.3807690245625	0.942646705387994
7.3803936083728	0.941649635387994
7.3800181945737	0.950500095387994
7.3796427831652	0.950870595387994
7.3792673741473	0.958743535387994
7.37889196752	0.958411065387994
7.3785165632833	0.964919415387994
7.3781411614372	0.959603635387994
7.3777657619817	0.965308395387994
7.3773903649168	0.963891585387994
7.3770149702425	0.974893655387994
7.3766395779588	0.962930525387994
7.3762641880657	0.969844065387994
7.3758888005632	0.964998445387994
7.3755134154513	0.977389065387994
7.37513803273	0.975508415387994
7.3747626523993	0.977940995387994
7.3743872744592	0.977023925387994
7.3740118989097	0.985035385387994
7.3736365257508	0.989770975387994
7.3732611549825	0.998028475387994
7.3728857866048	1.00490232538799
7.3725104206177	1.01295682538799
7.3721350570212	1.01893480538799
7.3717596958153	1.02818258538799
7.371384337	1.02568610538799
7.3710089805753	1.03567989538799
7.3706336265412	1.02486225538799
7.3702582748977	1.02629991538799
7.3698829256448	1.01753934538799
7.3695075787825	1.02896925538799
7.3691322343108	1.02713545538799
7.3687568922297	1.03419693538799
7.3683815525392	1.02655538538799
7.3680062152393	1.03001900538799
7.36763088033	1.02385183538799
7.3672555478113	1.03320487538799
7.3668802176832	1.03003378538799
7.3665048899457	1.03591879538799
7.3661295645988	1.03181906538799
7.3657542416425	1.04080065538799
7.3653789210768	1.04216238538799
7.3650036029017	1.04674275538799
7.3646282871172	1.04106565538799
7.3642529737233	1.04521843538799
7.36387766272	1.04638501538799
7.3635023541073	1.04582472538799
7.3631270478852	1.04640039538799
7.3627517440537	1.05187209538799
7.3623764426128	1.04653068538799
7.3620011435625	1.04836257538799
7.3616258469028	1.04624267538799
7.3612505526337	1.05109711538799
7.3608752607552	1.04340883538799
7.3604999712673	1.04616745538799
7.36012468417	1.04402168538799
7.3597493994633	1.04439290538799
7.3593741171472	1.04315956538799
7.3589988372217	1.03953059538799
7.3586235596868	1.03305383538799
7.3582482845425	1.03829666538799
7.3578730117888	1.03464778538799
7.3574977414257	1.03419014538799
7.3571224734532	1.03048905538799
7.3567472078713	1.03501971538799
7.35637194468	1.03318866538799
7.3559966838793	1.03753145538799
7.3556214254692	1.03231187538799
7.3552461694497	1.03504177538799
7.3548709158208	1.02701707538799
7.3544956645825	1.02774091538799
7.3541204157348	1.02192636538799
7.3537451692777	1.01976426538799
7.3533699252112	1.01455970538799
7.3529946835353	1.01622506538799
7.35261944425	1.01897879538799
7.3522442073553	1.02313073538799
7.3518689728512	1.01681479538799
7.3514937407377	1.01504334538799
7.3511185110148	1.01114472538799
7.3507432836825	1.01275631538799
7.3503680587408	1.01042910538799
7.3499928361897	1.00629945538799
